#meta full request: /calibration/alert/ahdc/time_offsets:21417:default:2025-04-11_12-22-13
#meta variation: default
#meta created: 2025-04-11 12:22:13
#meta run range: 21417 - inf.
#meta author: mpaolone

# Sector Layer Component t0 dt0 extra1 extra2 chi2ndf

#& sector layer component t0 dt0 extra1 extra2 chi2ndf
1 42 73 226.8093 19.9120 0.0 0.0 1.28
1 42 74 226.8687 20.6113 0.0 0.0 1.23
1 42 75 227.9188 20.4821 0.0 0.0 1.30
1 42 76 225.1662 20.2689 0.0 0.0 1.36
1 42 77 225.465 20.2930 0.0 0.0 1.41
1 42 78 224.5228 19.0230 0.0 0.0 1.41
1 42 79 224.8589 20.4238 0.0 0.0 1.36
1 42 80 226.6974 19.1608 0.0 0.0 1.35
1 42 81 223.562 19.2214 0.0 0.0 1.59
1 42 82 223.918 19.4789 0.0 0.0 1.30
1 42 83 225.2567 19.6717 0.0 0.0 1.27
1 42 84 223.315 19.4904 0.0 0.0 1.63
1 42 85 223.9976 19.8147 0.0 0.0 1.33
1 42 86 224.7712 19.2422 0.0 0.0 1.48
1 42 87 224.2718 19.9242 0.0 0.0 1.76
1 51 1 222.387 21.5301 0.0 0.0 1.12
1 51 2 222.3292 21.5507 0.0 0.0 1.60
1 51 3 222.5827 21.4827 0.0 0.0 1.72
1 51 4 220.1448 20.5369 0.0 0.0 1.64
1 51 5 223.2014 19.9384 0.0 0.0 1.26
1 51 6 221.608 21.2366 0.0 0.0 1.72
1 51 7 220.6649 20.0645 0.0 0.0 1.62
1 51 8 223.4038 20.8126 0.0 0.0 1.42
1 51 9 223.1442 20.6589 0.0 0.0 1.43
1 51 10 222.636 20.5837 0.0 0.0 1.45
1 51 11 220.8513 20.8179 0.0 0.0 1.52
1 51 12 221.2523 20.7261 0.0 0.0 1.71
1 51 13 221.6135 20.5146 0.0 0.0 1.57
1 51 14 219.4197 20.6657 0.0 0.0 1.79
1 51 15 217.9973 19.7215 0.0 0.0 1.62
1 51 16 217.5854 20.0203 0.0 0.0 1.68
1 51 17 220.2074 20.0307 0.0 0.0 1.81
1 51 18 219.5222 20.5758 0.0 0.0 1.67
1 51 19 223.5668 18.7148 0.0 0.0 1.73
1 51 20 223.9011 21.8981 0.0 0.0 1.44
1 51 21 222.2981 20.7950 0.0 0.0 1.64
1 51 22 219.2803 21.4817 0.0 0.0 1.54
1 51 23 219.0895 20.9558 0.0 0.0 1.46
1 51 24 221.1574 21.7737 0.0 0.0 1.48
1 51 25 221.9145 20.9843 0.0 0.0 1.82
1 51 26 217.9872 19.8065 0.0 0.0 1.86
1 51 27 219.7429 19.9551 0.0 0.0 1.71
1 51 28 217.0231 19.2864 0.0 0.0 1.57
1 51 29 219.1947 21.0044 0.0 0.0 1.76
1 51 30 223.0627 21.1206 0.0 0.0 1.66
1 51 31 221.5745 19.6087 0.0 0.0 1.51
1 51 32 221.2921 20.0748 0.0 0.0 1.74
1 51 33 218.9535 19.3097 0.0 0.0 1.62
1 51 34 220.5422 19.9738 0.0 0.0 1.77
1 51 35 219.6392 19.7663 0.0 0.0 1.79
1 51 36 219.7867 20.0365 0.0 0.0 1.55
1 51 37 220.1802 20.4125 0.0 0.0 1.34
1 51 38 221.3407 21.6034 0.0 0.0 1.43
1 51 39 218.7799 20.3626 0.0 0.0 1.62
1 51 40 228.6752 21.0340 0.0 0.0 1.83
1 51 41 228.4565 20.4680 0.0 0.0 1.56
1 51 42 229.2427 21.4265 0.0 0.0 1.54
1 51 43 227.3093 20.8351 0.0 0.0 1.58
1 51 44 228.8732 21.6537 0.0 0.0 1.40
1 51 45 228.4734 22.3841 0.0 0.0 1.48
1 51 46 225.7263 19.8375 0.0 0.0 1.54
1 51 47 222.2904 20.8173 0.0 0.0 1.63
1 51 48 222.3122 20.7950 0.0 0.0 1.50
1 51 49 225.8458 20.7156 0.0 0.0 1.45
1 51 50 223.503 20.9863 0.0 0.0 1.78
1 51 51 222.2896 21.5025 0.0 0.0 1.51
1 51 52 222.7849 20.7584 0.0 0.0 1.52
1 51 53 222.2967 20.6411 0.0 0.0 1.50
1 51 54 223.5653 20.9628 0.0 0.0 1.55
1 51 55 224.8156 22.2867 0.0 0.0 1.47
1 51 56 223.3861 22.3558 0.0 0.0 1.26
1 51 57 222.5883 21.5377 0.0 0.0 1.61
1 51 58 222.1556 22.7355 0.0 0.0 1.55
1 51 59 219.5298 21.1507 0.0 0.0 1.52
1 51 60 221.1967 20.1771 0.0 0.0 1.64
1 51 61 220.5975 20.3645 0.0 0.0 1.83
1 51 62 218.0815 19.6787 0.0 0.0 1.87
1 51 63 231.6964 20.1615 0.0 0.0 1.41
1 51 64 232.247 21.7350 0.0 0.0 1.64
1 51 65 231.3346 21.0930 0.0 0.0 1.53
1 51 66 231.3799 22.8965 0.0 0.0 1.29
1 51 67 233.6791 23.7833 0.0 0.0 1.45
1 51 68 230.8 0.0000 0.0 0.0 40.42
1 51 69 224.8096 22.1014 0.0 0.0 1.41
1 51 70 225.0596 22.8904 0.0 0.0 1.41
1 51 71 224.7374 22.0696 0.0 0.0 1.49
1 51 72 223.0732 20.2440 0.0 0.0 1.52
1 51 73 221.6347 21.2326 0.0 0.0 1.58
1 51 74 226.6161 21.2344 0.0 0.0 1.55
1 51 75 226.3647 20.6891 0.0 0.0 1.43
1 51 76 226.7134 21.8504 0.0 0.0 1.59
1 51 77 224.6332 20.7850 0.0 0.0 1.59
1 51 78 225.9849 21.3816 0.0 0.0 1.46
1 51 79 222.642 20.7842 0.0 0.0 1.74
1 51 80 222.4016 20.5380 0.0 0.0 1.55
1 51 81 226.0546 20.6422 0.0 0.0 1.70
1 51 82 223.028 20.2981 0.0 0.0 1.85
1 51 83 224.3993 21.0040 0.0 0.0 1.52
1 51 84 224.9964 20.3486 0.0 0.0 1.57
1 51 85 225.8351 19.8726 0.0 0.0 1.63
1 51 86 223.7797 20.1211 0.0 0.0 1.52
1 51 87 222.0191 19.6798 0.0 0.0 1.66
1 51 88 222.8423 19.9456 0.0 0.0 1.61
1 51 89 223.6839 20.6273 0.0 0.0 1.53
1 51 90 221.2254 20.1096 0.0 0.0 1.63
1 51 91 221.0281 21.7881 0.0 0.0 1.56
1 51 92 222.5071 20.8226 0.0 0.0 1.65
1 51 93 222.2642 21.1020 0.0 0.0 1.37
1 51 94 222.9016 21.8103 0.0 0.0 1.51
1 51 95 225.0754 21.3199 0.0 0.0 1.41
1 51 96 224.1769 20.7593 0.0 0.0 1.21
1 51 97 222.179 21.2505 0.0 0.0 1.23
1 51 98 223.5087 21.8201 0.0 0.0 1.27
1 51 99 223.2203 22.1631 0.0 0.0 1.37
